"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
"4833",5.9,0.32,0.26,1.5,0.057,17,141,0.9917,3.24,0.36,10.7,5
"316",6.8,0.28,0.6,1.1,0.132,42,127,0.9934,3.09,0.44,9.1,6
"378",7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10,7
"818",6.6,0.56,0.22,8.9,0.034,27,133,0.99675,3.2,0.51,9.1,5
"3829",6.3,0.4,0.24,5.1,0.036,43,131,0.99186,3.24,0.44,11.3,6
"3178",5.6,0.41,0.22,7.1,0.05,44,154,0.9931,3.3,0.4,10.5,5
"2014",6.6,0.32,0.22,16.7,0.046,38,133,0.9979,3.22,0.67,10.4,6
"4692",6.9,0.19,0.31,19.25,0.043,38,167,0.99954,2.93,0.52,9.1,7
"1806",7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,5
"2307",5.6,0.295,0.2,2.2,0.049,18,134,0.99378,3.21,0.68,10,5
"3770",6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5
"2347",7.7,0.28,0.63,11.1,0.039,58,179,0.9979,3.08,0.44,8.8,4
"613",7.5,0.23,0.68,11,0.047,37,133,0.9978,2.99,0.38,8.8,5
"4301",6.4,0.29,0.3,6.5,0.209,62,156,0.99478,3.1,0.4,9.4,5
"3708",6.7,0.34,0.43,1.6,0.041,29,114,0.99014,3.23,0.44,12.6,6
"2608",8.9,0.26,0.33,8.1,0.024,47,202,0.99558,3.13,0.46,10.8,6
"153",6.9,0.25,0.3,4.1,0.054,23,116,0.994,2.99,0.38,9.4,6
"1759",9.6,0.21,0.28,1.2,0.038,12,53,0.9926,2.8,0.46,10.6,5
"4111",7.6,0.4,0.27,1.2,0.053,23,193,0.99164,3.22,0.38,11.6,5
"4816",6.2,0.76,0.01,3.2,0.041,18,120,0.99026,3.2,0.94,13.7,7
"4210",6.6,0.23,0.32,1.7,0.024,26,102,0.99084,3.29,0.6,11.8,6
"3518",6.6,0.29,0.29,1.8,0.036,38,102,0.98819,3.08,0.42,13.7,7
"1160",7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6
"1206",8.9,0.33,0.32,1.5,0.047,11,200,0.9954,3.19,0.46,9.4,5
"659",6.6,0.27,0.25,3.1,0.052,41,188,0.9915,3.24,0.4,11.3,5
"2120",8,0.16,0.36,1.5,0.033,14,122,0.9941,3.2,0.39,10.3,4
"3439",6.7,0.3,0.44,18.5,0.057,65,224,0.99956,3.11,0.53,9.1,5
"134",6.6,0.24,0.27,15.8,0.035,46,188,0.9982,3.24,0.51,9.2,5
"3669",6.5,0.27,0.26,11,0.03,2,82,0.99402,3.07,0.36,11.2,5
"2946",4.9,0.33,0.31,1.2,0.016,39,150,0.98713,3.33,0.59,14,8
"4250",5.5,0.23,0.19,2.2,0.044,39,161,0.99209,3.19,0.43,10.4,6
"2636",8.2,0.32,0.26,2.1,0.062,26,87,0.98974,3.1,0.47,12.8,6
"1762",8,0.3,0.28,5.7,0.044,31,124,0.9948,3.16,0.51,10.2,6
"2358",8.9,0.21,0.37,1.2,0.028,20,93,0.99244,3.2,0.37,11.5,5
"3791",6.4,0.27,0.45,8.3,0.05,52,196,0.9955,3.18,0.48,9.5,5
"2852",7.3,0.23,0.34,9.3,0.052,19,86,0.99574,3.04,0.56,10,5
"1277",8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7
"1616",7.5,0.19,0.49,1.6,0.047,42,140,0.9932,3.4,0.47,10.7,6
"373",6.6,0.905,0.19,0.8,0.048,17,204,0.9934,3.34,0.56,10,5
"2253",7.2,0.29,0.2,7.7,0.046,51,174,0.99582,3.16,0.52,9.5,5
"1501",7.4,0.19,0.49,9.3,0.03,26,132,0.994,2.99,0.32,11,7
"3382",6.9,0.19,0.35,6.9,0.045,51,125,0.9933,3.1,0.44,10.7,7
"2078",7,0.22,0.39,2.1,0.055,39,198,0.9951,3.52,0.54,10.2,6
"4297",6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,6
"4540",8.3,0.14,0.36,8.8,0.026,13,60,0.9956,3.13,0.35,11.05,5
"1256",6.4,0.22,0.34,1.8,0.057,29,104,0.9959,3.81,0.57,10.3,6
"2402",9.2,0.16,0.49,2,0.044,18,107,0.99514,3.1,0.53,10.2,4
"4371",6.5,0.22,0.19,4.5,0.096,16,115,0.9937,3.02,0.44,9.6,5
"17",6.3,0.48,0.04,1.1,0.046,30,99,0.9928,3.24,0.36,9.6,6
"4502",6.6,0.54,0.21,16.3,0.055,41,182,0.9986,3.35,0.54,10.4,6
"257",6.3,0.35,0.3,5.7,0.035,8,97,0.9927,3.27,0.41,11,7
"2650",7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,6
"1050",6.1,0.37,0.36,4.7,0.035,36,116,0.991,3.31,0.62,12.6,6
"2798",6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4,5
"182",7.1,0.34,0.15,1.2,0.053,61,183,0.9936,3.09,0.43,9.2,5
"4120",6.5,0.4,0.31,3.5,0.046,22,147,0.99024,3.15,0.31,12,7
"891",5,0.31,0,6.4,0.046,43,166,0.994,3.3,0.63,9.9,6
"3982",6.3,0.22,0.27,4.5,0.036,81,157,0.9928,3.05,0.76,10.7,7
"585",6.6,0.25,0.3,1.6,0.046,32,134,0.993,3.42,0.51,10.1,7
"4186",6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4,5
"2187",6.5,0.39,0.81,1.2,0.217,14,74,0.9936,3.08,0.53,9.5,5
"1481",7.2,0.08,0.49,1.3,0.05,18,148,0.9945,3.46,0.44,10.2,6
"2470",6.8,0.34,0.1,1.4,0.049,29,118,0.9936,3.21,0.41,9.5,5
"3012",6.6,0.22,0.36,5.5,0.029,30,105,0.99206,3.2,0.47,11.8,6
"1553",7.3,0.21,0.49,1.8,0.038,44,152,0.9912,3.32,0.44,12.6,7
"4625",6.4,0.4,0.25,4.2,0.032,15,91,0.98988,3.26,0.52,13.1,6
"637",6.2,0.17,0.28,4.7,0.037,39,133,0.9931,3.41,0.46,10.8,7
"990",7.7,0.28,0.39,8.9,0.036,8,117,0.9935,3.06,0.38,12,7
"2",6.3,0.3,0.34,1.6,0.049,14,132,0.994,3.3,0.49,9.5,6
"1415",5.8,0.17,0.3,1.4,0.037,55,130,0.9909,3.29,0.38,11.3,6
"2955",6.4,0.29,0.3,2.9,0.036,25,79,0.99037,3.29,0.6,12.4,7
"4791",6.2,0.3,0.42,2.2,0.036,28,128,0.9901,3.13,0.38,11.6,6
"167",8.4,0.27,0.46,8.7,0.048,39,197,0.9974,3.14,0.59,9.6,6
"1429",8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,7
